col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,label
0.2849,0.11232,464.09,1.2801,0.0029625,3.2915,2.9003,0.88814,2.3255,0.32472,4.2266,3.6092,0.017507,1.5326,3.999,0.28569,1.9423,4.5404,0.17163,0.072598,0.063459,0.098616,4.0882,0.061794,0.0023985,1.1345,2.4027,0.04366,0.098792,1.5648,0.0060412,0.004146,0.55894,0.063885,5.0074,143.04,1.5364,4.7166,4.5309,0.75637,2.1912,1.3176,0.083698,3.8067,6.9185,5.0023,0.030322,2.2199,0.094507,0.043135,1.9377,0.0053884,0.020936,0.02703,3.6779,4.4988,0.05941,4.3494,0.095473,0.061375,0.034413,0.067133,0.049924,0.33645,0.032742,3.0939,1.0841,3.2527,0.023021,0.089071,4.6263,1.725,0.14639995688435373,0.059583,0.72715,0.033275,0.03867,1.4826,0.062515,0.038225,2.6587,0.50004,4.9823,0.15820498304123712,0.038446,4.485,0.5971,0.085066,0.53917,0.053609,0.08337173283737023,5.0363,0.036058,0.0021825,0.025203,0.032228,3.1192,0.33873,0.038536,0.029259,0
0.072526,3.9186,34.073,2.6468793868739207,0.063913,3.5198,1.8722,4.9268,4.1663,0.065706,3.1466,3.0329,0.046923,2.517682753472222,3.3284,4.2248,0.098622,3.501,2.067,0.030887,0.088149,0.052064,1.3069,0.059726,0.053122,3.8296,0.83727,0.090152,0.59609,1.0887,0.012462,0.017769,0.068439,0.086638,3.8116,7.0514,2.5803,5.0264,2.5936,5.1551,3.6925,4.4617,0.052887,0.48234,2.3239,0.55609,0.093017,1.9401,0.0059988,0.080468,3.758,0.047517,0.025202,0.04453,1.9133,0.8386,0.030251,2.8936,0.090363,5.134,0.034345,0.077119,0.0099776,0.098968,0.011145,4.929,4.312,3.158,0.0099574,0.027864,4.3611,2.5769,0.041701,0.073998,0.41108,0.053584,0.057027,2.9876,0.09674868544194108,0.050942,2.6696,0.082857,3.9981,0.039544,0.027423,0.36037,2.5513,0.09695,0.088174,0.099596,0.094239,2.7071,0.059454,0.052797,5.2179,0.065136,0.26295,4.2005,0.016457,0.093823,0
0.046937,4.1652,19.007,1.9137,0.18235743860627177,2.9475,1.9376,0.17884,1.0619,0.039617,2.4582,3.5065,0.071238,4.4168,2.2135,2.3805,0.86993,2.1395,0.81401,0.0013634,0.010583,0.088488,1.8784,0.065327,0.017386,0.38214,0.28159,0.060849,0.17995,0.93837,0.061165,0.007672,0.051107,0.073061,2.2548,2.0425,1.6733,1.4973,0.17004,0.88305,2.4775,1.159,0.083932,1.1761,1.1311,0.44699,0.055337,2.5774477504273503,0.061703,0.068346,0.92681,0.042206,0.82026,0.088248,0.3518,4.281,0.0089966,4.7039,0.049726,0.014841,0.04966,0.077157,0.087547,0.82061,0.033855,4.7232,4.1082,2.8186,0.063991,0.077072,0.10201,0.92,0.067148,0.051054,1.9824,0.024816,0.03963,0.83765,0.0074225,0.22707,4.1116,0.088692,1.3953,0.051464,0.8264100620571924,0.57358,2.7998,0.090555,0.0025723,0.049179,0.032809,2.979,0.077163,0.036482,0.090154,0.82515,1.2189,2.603233161790017,0.011159,0.0054325,0
0.044693,3.8294,107.08,2.7095,0.57828,2.1309,0.40961,2.0898,3.219,0.047682,2.3954,1.4421,0.055653,1.2875,2.6191937937062937,2.153,4.5198,5.0118,2.5992,0.60275,0.0777,0.021337,0.23159,0.024041,0.079819,4.7665,2.4815,0.016046,0.069912,0.95585,0.045587,0.072601,0.079865,0.019564,1.9692,12.033,0.087125,4.9653,2.0695,1.1653,3.6561,2.2848,0.098777,4.8565,2.1157,4.4109,0.029989,2.8373,0.074977,0.020001,3.0618,0.084622,0.020769,0.072543,3.7472,2.3241,1.6748,1.0833,0.063387,0.01182,0.0448,0.022799,0.066779,0.063705,0.039548,0.31691,1.2562,0.51483,1.1894,0.06331,1.8725,3.2562,0.076291,0.083277,1.3267,1.2047,0.078638,0.94515,0.051922,0.00061559,2.8846,0.035766,4.9595,0.040485,0.073709,3.1127,0.83742,0.049083,0.056027,0.0055608,0.012886,1.284,0.037641,0.02403,0.17473027077192982,0.064877,4.3485,1.5633,0.048053,0.015837,0
0.063494,0.42105,45.044,0.041965,0.067912,4.9162,2.4282,1.0294,2.5733,0.053221,3.7019,4.3937,0.095669,1.2737,0.54893,4.5869,2.5953,4.644,2.0276,0.024538,1.3799,0.083292,4.3159,1.2906,0.058614,3.3825,2.3215,0.044689,0.70698,2.1838,0.079915,1.3268,0.01927,0.056104,0.28604,11.074,1.3415,4.3893,2.4964,0.043508,4.7886,0.43192,1.343,0.72302,2.1427,1.186,0.051899,1.8202,0.015116,0.023247,2.3273,0.0038885,0.0367,0.035202,3.5617,3.2161,1.2936,1.0311,0.086205,0.052925,0.09516329264705882,0.046712,1.3087,0.019026,0.010815,2.1117,1.4797,1.3299,1.3056,0.095063,3.5434,2.3138,0.063938,0.092013,4.1132,1.3776,0.077963,3.1295,0.018431,0.018419,4.6993,0.092038,3.4423,0.088579,2.6312,0.82588,3.2176,0.085205,0.031949,0.088192,0.072426,3.3586,0.011982,0.086454,1.3026,0.034646,3.6903,3.4571,1.3758,0.053643,0
0.45135,2.5601680152801354,713.02,2.8479,0.047156,3.5088,2.3844,1.7412,4.2847,0.073566,3.5175,1.5425,0.27596,1.343,0.98642,1.0063,0.059914,3.1694,4.4693,0.090804,0.090924,0.093064,2.8829,0.096194,0.50637,0.21881,1.8091,0.012395,0.1606,3.759,0.050187,0.0037583,0.069832,0.089756,1.0423,48.46470154639176,2.4145,4.3762,1.0362,0.58706,2.7595,0.094852,0.033184,4.1211,4.2123,2.9492,0.072655,4.7494,0.083902,0.40332,3.7312,0.066814,0.033863,1.23,1.062,0.93983,0.025544,3.0007,0.17768,0.078114,0.085453,0.0058352,0.0093937,0.25074,0.24228,2.560379348958333,5.0437,2.8874,0.012757,0.23339,3.0769,4.3517,0.017462,0.0054584,0.17099,0.067858,0.062804,2.502183838209983,0.050375,0.92185,2.5796,1.237,0.48993,1.0867,0.081781,3.8117,1.5882,0.52217,0.052224,0.012115,0.075316,0.20704,0.23642,0.076601,0.0092038,0.95001,2.2376,1.5049,0.078476,0.25129,1
0.40938,0.28975,56.062,0.85171,0.09739,0.34215,2.7824,2.2587,0.10129,0.080363,2.0427,2.777,0.015069,3.6638,1.3976,2.5673,0.0030482,0.31903,1.0498,0.085756,0.13137238326460482,0.092275,3.607,0.053944,0.087676,1.4993,3.0102,0.014531,0.14131,3.6151,0.0022725,0.075337,0.05311,0.075369,3.8555,3.0169,2.5631,1.5096,1.2606,0.016085,1.0561,2.567513993091537,0.052512,3.3045,1.1576,1.5506,0.07272,3.3396,0.069594,0.069481,3.3802,0.39446,0.71132,0.031717,4.6196,1.1278,0.0057752,2.9717,0.0079572,0.00011414,0.082501,0.052798,0.087518,0.37053,0.070441,0.58744,4.0775,1.6963,0.018854,0.044649,0.61118,0.80676,0.052021,0.086829,1.7067,0.0031382,0.2856752121256454,0.79879,0.099413,0.38382,4.1031,0.42218,1.7095,0.039256,0.077108,3.4919,2.4903,0.049207,0.081736,0.0075192,0.0099219,3.5534,0.049104,0.046836,0.070168,0.027463,1.6577,1.1831,0.052787,0.052528,0
0.52739,0.065004,145.08,2.3084,0.086121,1.5352,0.65022,0.15579,0.14514,0.0025701,0.73912,0.47272,0.062475,3.2551,0.079522,2.7007,0.012085,0.67289,1.5351,0.0023211,0.060109,0.0593,2.76,0.043653,0.41422,4.6268,2.433,0.087785,0.069862,0.55123,0.25676,0.087896,0.013326,0.057677,2.3589,10.022,0.091705,4.1153,4.7882,0.068022,3.5809,4.7755,0.066164,2.6431,1.631,2.3198,0.047663,0.31682,0.43247,0.093461,4.8653,0.00075386,0.3145138028125,0.0058221,3.9687,2.539,0.016345,2.3384,0.01834,0.0316,0.043791,0.0040715,0.072712,0.17617,0.0181,3.4837,0.28602,1.1691,0.083158,0.067668,2.8477,1.94,0.23584,0.069923,3.6489,0.034504,0.078693,2.1898,0.0033113,0.041893,4.837,0.033,0.48265,0.22106,0.077878,1.802,4.2314,0.019728,0.01816,0.02501,0.074098,4.8814,0.3698,0.00090103,0.096086,0.056178,2.7782,0.94546,0.070974,0.095694,1
0.0004455,0.83678,35.094,3.0069,0.084004,2.9779,4.2739,1.971,4.3672,0.046669,0.40184,0.92175,0.012073,4.7988,0.98255,0.81059,0.057872,0.35393,3.9987,0.042548,0.092141,0.024817,0.97911,0.089232,0.061774,3.8593,2.9771,0.045949,0.074241,4.5572,0.005754,0.063828,0.067722,0.050735,0.45701,13.062,0.074978,2.498,1.7817,0.058151,1.44,2.5616,0.061346,3.3425,3.9826,2.1432,0.048889,2.6335,5.5979,0.093884,4.7475,0.077004,0.012498,0.022338,2.8847,2.0671,0.0041117,3.3981,0.042474,0.041664,0.003858,0.057941,0.011352,0.076992,0.028778,3.0615,1.1638,1.1144,0.053696,0.074767,1.4322,4.8495,0.0041892,0.079818,4.981,0.013546,0.03787,2.0537,0.012472,0.091344,0.16347,0.093469,3.5448,0.079811,0.014706,3.0832,3.1017,0.021489,0.04707,0.099635,0.091655,2.4362,0.065271,0.056071,0.062213,0.098964,4.0567,4.0967,0.059643,0.00074707,0
0.32692680801369867,1.787,1399.1,2.727,0.086253,1.6223,4.1905,3.0506,3.6714,0.024158,4.8415,3.3591,0.0011767,4.4304,2.0426,2.2408,0.056442,3.3651,4.7444,0.088637,0.046412,0.35249,3.2988,0.030582,0.037478,0.76851,3.0611,0.098428,0.06601,4.9863,0.054782,0.1449,0.027089,0.042856,1.6402,28.033,0.045291,0.98575,1.1432,0.049724,0.27982,3.337,0.042422,1.6314,4.4233,1.0742,0.032383,4.2422,0.088232,0.041749,2.0625,0.010404,0.042855,0.068502,1.5023,4.647,0.070909,3.9714,0.10598,0.082541,0.035066,0.1676,0.014355,0.056537,0.027211,3.6917,4.746,1.7133,0.025363,0.072117,4.2682,4.8396,0.018819,0.087506,1.7574,0.06518,0.013476,4.123,0.074256,0.031211,1.3294,0.075536,0.82443,0.05831,0.14281,1.8041,2.6485,0.063341,0.024565,0.04006,0.093164,3.3155,0.09627,0.082914,0.27028,0.03652,1.0158,3.773,0.075192,0.089098,0
0.064404,2.4827,64.011,4.0136,0.071809,3.8796,4.6205,3.2739,2.0166,0.084026,2.447,4.8278,0.043777,4.3694,1.7496,3.2671,20.83,0.0306,2.9384,0.042764,0.069109,0.051243,2.3832,0.075297,0.046582,3.3444,1.0728,0.015112,0.085754,2.4634,0.013261,0.0014612,0.037001,0.0029284,5.024,18.011,0.045686,0.81051,4.4439,0.056367,1.8283,1.5117,0.057409,0.73233,3.6366,1.4018,0.079691,4.1716,0.025195,0.050554,1.8275,0.027802,0.049707,0.07345,1.7958,4.8843,4.2131,1.5447,0.07803,0.012127,0.036304,0.049468,0.041661,0.03304,0.068291,4.587,2.6984,0.47533,0.081381,0.024168,4.4748,0.080967,0.06626,0.052493,4.5933,0.026379,0.098505,1.9258,0.016787,0.027512,0.28956,0.078687,2.075,0.028609,0.014242,4.0106,1.2979,0.035541,0.090331,0.039962,0.063955,0.40431,0.03075,0.030008,0.08606,0.075929,4.5976,1.0238,0.08855,0.01172,0
0.051749,3.6493,18.028,4.5625,0.0080201,2.7927,3.4471,2.9802,0.31785,0.026495,1.7833,0.6996,0.066984,2.5599,1.6015,2.4373,1.5839,3.3941,0.13931,0.0069778,0.080934,0.032695,1.548,0.067945,0.024562,4.4825,3.4505,0.09291,0.070666,3.6623,0.062673,0.05264,0.029286,0.033547,3.1269,4.0964,3.2061,3.6234,2.4687,3.199,2.4272,2.7455,0.061411,2.45415207266436,1.4721,1.0937,0.079313,4.8063,0.015976,0.048123,0.089016,0.014968,0.034227,0.084613,3.2618,2.4957,0.050948,1.1825,0.078252,6.4057,0.061478,0.0039589,0.077088,0.09147,0.014484,2.1517,0.44528,3.876,0.0097783,0.22427057724612737,0.97449,4.8015,0.069431,0.048023,2.87,0.0061512,0.029667,3.1321,0.068451,0.0098304,0.45131,0.023064,0.19473,0.041125,0.075214,0.58773,2.1607,0.059626,0.368290476274276,0.067582,0.011101,3.1146,0.082664,0.063218,1.6741,0.055106,0.97105,0.19003,0.034539,0.039032,0
0.099926,2.648,405.04,4.5086,0.032985,2.8975,1.3188,1.4628,3.5419,0.05971,4.6237,3.8319,0.059259,3.4114,1.2835,1.2096,0.012632,2.1656,3.7628,0.075659,0.07221,0.12445,2.1139,0.025302,0.060472,3.6166,4.4238,0.00079031,0.12953,2.49449881865285,0.078928,1.6253,0.021478,0.047021,0.30189,65.049,2.1921,3.5767,2.7462,0.078568,2.7804,2.567513993091537,0.055759,3.0001,8.0101,0.62337,0.092077,3.9724,0.064022,0.30287,1.7892,0.084367,0.018661,0.09856,1.9445,0.83616,0.0030701,4.5436,0.047697,0.038103,0.0099626,0.091885,0.00042156,0.63831,0.58346,3.3581,0.79678,3.9446,0.057536,0.069019,4.6462,1.659,0.057904,0.0011523,3.9774,0.0028567,0.051481,2.4567,0.091203,0.48093,4.1862,2.7336,4.1938,0.048678,0.019524,0.40692,2.631860991394148,1.6906,0.068787,0.072757,0.040478,2.530778381849315,1.6858,0.022708,0.063454,0.069974,4.3836,3.0188,1.409,0.29418,1
0.084571,0.53953,66.008,0.33624,0.076756,1.8524,4.7527,1.8169,3.7733,0.066421,4.4934,0.45306,0.049445,1.5252,2.5005,0.4383,0.056783,2.5227350374787054,2.6748,0.090837,0.076544,0.023624,4.6379,0.028023,0.00028316,1.6337,3.4163,0.011496,0.096576,1.1347,3.201,0.052638,0.019814,0.059317,2.57114630292599,60.062,6.3362,4.4561,2.866,3.1903,2.548669153979239,5.0215,0.089136,0.89397,9.5022,2.897,0.028101,4.6944,3.1897,0.098235,0.25771,0.012225,0.009048,0.018365,0.67924,2.5055,0.028382,3.4856,0.09606,0.043948,0.076764,0.025785,0.039474,6.3135,0.047611,0.69279,4.0017,1.6605,0.0089745,0.22427057724612737,3.2015,1.15,0.02718,0.058508,1.6361,0.069554,0.032579,2.9547,0.097732,0.046582,4.3915,0.090476,1.4422,0.0054323,0.028876,2.5625,3.5373,0.019337,3.2119,0.014804,0.051468,1.0126,0.056864,0.065825,0.063998,0.024102,4.3814,1.1053,0.027399,0.027226,1
0.068764,1.2957,61.02,0.6245,0.09712,1.6146,2.2416,4.1,1.3368,0.0013319,0.12335,1.1265,0.099697,1.1497,2.1266,3.2903,0.0050509,1.7959,0.36129,1.2903,0.09332,0.063296,0.26265,0.019105,0.054737,0.31957,1.0869,0.0044794,0.29383,1.7544,0.068125,0.05118,0.022239,0.051286,3.5429,8.0967,1.7566,4.9209,2.4418348252595155,1.7092,0.67442,2.3857,0.068426,4.2992,1.5226,2.9496,0.061654,2.5774477504273503,0.092039,0.44742,3.8921,0.066003,0.036043,0.078035,0.08421,1.8247,0.073968,0.8651,0.069624,3.0157,0.077982,0.079418,0.010556,0.9144,0.030355,0.25256,1.5921,2.5205596412478335,0.0096383,0.068801,4.5439,0.85696,0.041517,0.094473,1.4646,0.063525,0.0075888,1.9583,0.0065371,0.042735,0.17388,0.45575,0.90791,0.099514,0.04904,4.4761,3.2495,0.037762,0.48036,0.03674,0.2094,0.80475,0.035086,0.070362,0.88372,0.098645,3.6157,4.8638,0.071298,0.057988,0
0.38747,0.37013,139.01,4.9152,0.084555,2.7869,0.044205,1.6954,3.2893,0.065655,4.8797,4.1152,0.18654,1.7458,5.0169,4.9119,0.069201,0.18962,0.13566,0.043575,0.0011011,0.048069,1.7764,0.076019,0.045686,3.8459,4.5495,0.030074,0.12734,2.6492,0.32518,0.079618,0.36693,0.026932,4.0132,10.048,2.3537,3.4881,3.4964,0.38787,2.6233,1.0803,0.050461,4.4081,1.5343,4.6345,0.071497,2.4291,0.055382,0.017893,2.468,0.12665729751295338,0.35386,0.34211,2.4687,0.2732,0.039153,4.1464,0.072533,0.19109350815672912,0.0064399,0.014599,0.014099,0.7202,0.044443,2.4539,3.386,4.8983,0.061258,0.014158,3.5992,0.44743,0.024941,0.0018251,3.4326,0.021877,0.023174,1.1391,0.0088548,0.055004,3.7305,0.976628797694974,3.4165,0.078096,0.089958,4.9079,3.9992,0.054825,0.39071,0.054826,0.012672,3.2269,0.33034,0.064527,0.071111,0.41201,4.1156,3.9868,0.022456,0.67276,1
0.079607,3.6782,78.008,0.99462,0.033649,0.60299,1.9828,3.4392,0.84368,0.073433,4.2935,4.5137,0.12968564745299146,1.46,3.4078,0.20292,0.6566772064540728,3.8124,0.35202,0.14103167503460207,0.048322,0.06474,2.0675,0.019517,0.1560395744501718,3.0155,2.878,0.031696,0.09393,3.0855,0.066574,0.042441,0.080416,0.027437,1.529,13.042,0.014639,0.63012,1.3063,0.059973,3.237,2.5485,0.090727,1.6566,4.4064,4.3104,0.0083171,1.4236,0.019826,0.016368,1.3112,0.0087088,0.033834,0.026331,1.0559,3.7613,0.018181,3.7064,0.012834,0.088516,0.0048495,0.028445,0.05886,0.014832,0.055875,4.7535,0.56871,2.5205596412478335,0.093293,0.068019,2.8683,1.45,0.089904,0.073421,3.7406,0.021574,0.082672,2.33,0.097791,0.0031536,2.9682,0.095298,4.1929,0.071878,0.057703,1.9886,1.9429,4.2822,0.068196,0.0082733,0.32219,4.2981,0.0028921,0.016437,0.047719,0.013248,3.0945,1.8571,0.060883,0.031567,1
0.063739,1.5662,26.021,3.9804,0.016707,2.6671,1.4161,0.34153,0.38325,0.018882,2.5164232918088736,0.057269,0.090537,2.0735,4.6109,3.4166,1.3548,0.57958,2.551694627147766,0.022568,0.046311,0.014128,2.777,0.024191,0.085155,2.3953,0.91697,0.045921,0.19484,2.2282,0.15597810184347824,0.07307,0.012898,0.015671,0.23201,4.0768,1.3613,2.0074,1.6596,0.033879,1.2948,4.3112,0.060322,0.24602,1.9539,3.6958,0.032619,1.4576,0.046172,0.0077113,0.64637,0.0030678,0.0081913,0.094317,1.3551,3.2944,6.5367,3.0265,0.062999,0.056764,0.0089695,0.084249,1.298,0.071823,0.097284,4.8032,2.1977,4.748,0.019946,0.007233,0.24208,2.8696,0.090931,0.040352,4.0936,0.072512,0.02433,3.8612,0.02451,0.27936,4.205,0.030502,4.7423,0.030023,0.0036401,1.7048,3.249,0.068076,0.079998,0.041641,0.014439,1.1225,0.05705,0.05971,0.08849,0.014655,2.5383036449399654,3.3387,0.085353,0.015862,0
0.80904,4.949,71.045,1.5453,0.76508,1.0295,3.902,0.92241,2.717,0.073644,3.4678,4.3562,0.0787,4.8841,1.8685,2.3448,0.010565,4.3635,1.6435,0.090238,0.027975,0.083885,4.9916,0.094068,0.044127,3.4936,2.5201,0.032197,0.15843,4.5112,0.046174,0.029833,0.069485,0.063071,0.039015,16.049,2.3203,0.23147,0.13903,0.049568,4.9839,3.1866,0.015964,0.92699,2.2902,0.76686,0.061409,1.9519,0.0073992,0.026699,4.5749,0.024325,1.6145,0.046804,4.4298,3.0261,0.090497,4.4008,0.029411,0.048998,0.014894,0.092765,0.063632,0.023857,0.0063885,2.8843,1.8315,4.8652,0.095246,0.053974,3.5153,0.40478,0.01948,0.067961,1.9134,0.05793,2.2971,2.3867,0.083169,0.024741,4.3892,0.06552,3.3424,0.15820498304123712,0.083996,0.2139,4.8409,0.026036,0.035266,0.061344,0.0057039,2.2,0.077198,0.048482,0.010765,0.03009,1.0003,4.1973,0.055218,8.6524e-05,0
0.13732,0.65575,1426.0,1.8944,0.064729,4.9621,2.9159,4.5515,3.8391,4.3478,3.8552,0.16538,0.19047,3.4171,2.1584,2.9565,0.084364,4.3428,4.7783,0.016586,0.036451,0.06619423034602076,1.5732,0.078758,0.4255,4.5891,2.0538,0.042024,0.13262,0.71033,0.10867,0.013607,0.27695,0.039787,4.9751,494.03,1.7969,0.19584,1.1588,0.54696,3.8092,1.4442,0.020114,1.8033,6.7873,4.7953,0.0084925,1.2604,0.67222,0.066745,3.6703,0.033714,0.053205,0.2299,2.4334,3.8083,0.055197,1.6511,0.069923,0.032112,0.45157,0.04484,0.05956,0.48602,0.05075,3.4585,0.96219,3.6204,0.061085,0.085189,2.6966,4.7914,0.23147,0.027038,1.2485,0.090505,0.082228,3.5848,0.043114,0.39037,3.7355,1.7386,3.6213,0.14376,0.075593,2.5917,1.4377,0.22571,0.99712,0.0060344,0.080987,1.2612,0.049862,0.091965,0.057293,0.04027,1.6412,2.0791,0.048071,0.1392,1
0.42929,0.32059,43.068,2.6468793868739207,0.058247,4.2767,2.5526,2.1953,4.3329,0.098373,2.1585,1.2195,0.016145,0.11544,4.2192,4.1355,0.009202,4.941,4.0234,0.46728,0.017648,0.030911,2.302,0.099745,0.039927,4.3481,1.6359,0.069151,0.088022,0.17155,0.004754,0.093816,0.074113,0.01547,1.4114,4.0822,2.7382,3.4372,0.19217,1.2116,3.6262,0.2827,0.071344,1.1393,1.2736,3.2109,0.07691,2.4873,0.094304,0.046067,3.0747,0.073271,0.032384,0.012931,2.5328794461805555,2.8635,0.011705,2.1007,0.083874,0.029037,0.018569,0.020815,0.028347,1.1445,0.0085819,0.43872,4.9736,4.4056,0.097877,0.012684,3.3151,3.8027,0.062332,0.0061691,2.6991,0.079949,0.081292,2.502183838209983,0.036096,0.01198,0.88254,0.022097,1.9141,0.002801,0.015817,1.7967,0.27551,0.80695,0.066543,0.017921,0.044843,1.5845,0.083928,0.049142,0.087308,0.065767,4.1567,1.2788,0.09592,0.019306,0
0.071244,1.1237,50.006,4.9817,2.1625,3.1928,3.8082,3.9419,3.0364,0.091842,4.7682,0.45407,0.041956,2.7449,3.4512,3.2908,0.023804,3.0394,1.6929,0.031482,0.006252,0.094139,4.4336,0.073411,0.084241,0.29962,1.6873,0.12838297531841655,0.068758,1.5002,0.15597810184347824,0.024664,0.03223,0.043355,0.65339,15.039,0.08625,2.1262,3.0355,0.010357,2.9632,1.5454,0.06422,0.18445,3.214,2.8052,0.077895,2.9478,0.053281,0.094305,3.9563,0.027261,0.068525,0.071341,1.0857,3.4524,0.072626,5.0334,0.08792,0.059098,0.086876,0.064451,0.042132,0.078626,0.072214,3.117,2.0823,4.6763,0.045615,0.016142,3.3923,4.01,0.0010523,0.031349,2.15,0.086439,6.3055,2.7577,0.033582,0.081768,2.5609,0.045601,3.2157,0.058498,0.094187,1.7347,2.2392,0.041097,0.064115,0.071006,0.0042509,2.7108,0.088489,0.0092017,0.043188,0.0065665,1.453,4.6602,0.0054181,0.009481,0
0.06341,1.1746,537.05,2.454,0.41073,1.2425,3.8197,3.5204,0.58175,0.28535,4.3113,1.2143,0.032523,2.752,2.3802,1.0197,0.23426,2.3465,0.35533,0.016329,0.067695,0.096512,0.99912,0.056351,0.082802,5.0333,0.99045,0.031319,0.059059,3.1936,0.04396,0.053463,0.027969,0.018336,2.1821,15.002,1.0794,1.9979,4.2634,0.032896,0.70526,0.78623,0.095878,3.159,3.4346,0.50392,0.079871,4.9321,0.019803,0.39832,1.607,0.025156,0.25183,0.0368,2.9466,0.51384,0.35594309039250427,4.9825,0.094519,0.032505,0.035435,0.026527,0.24443,0.022082,0.093937,2.6329,4.6023,2.5214,0.057619,0.21063,2.5352,1.7656,0.024532,0.061201,4.4404,0.01999,15.447,3.9545,0.063274,0.12027,0.62738,1.0447,1.18,0.046829,0.011434,3.7832,4.2467,0.058903,0.029332,0.06940403162905982,0.12548,0.29567,0.0097434,0.063545,0.094313,0.038391,1.4972,0.55758,0.058696,0.067437,0
0.096899,1.8056,29.093,4.0759,1.8068,3.7637,4.5767,1.638,1.0093,0.099641,0.51454,3.6519,0.060062,1.8465,2.6504,1.287,1.737,1.9351,4.6293,0.086303,0.079878,0.067311,4.9975,0.029063,0.089463,0.95729,0.51555,0.028358,0.03434,1.0273,0.03851,0.0046631,0.085141,0.046829,4.9627,7.029,0.084777,2.5733,2.5544,0.054526,0.73706,2.2104,0.024127,3.0247,1.6801,0.75307,0.012439,2.6992,0.065249,0.049132,3.198,0.12665729751295338,0.008411,0.044455,4.542,2.7432,3.5053,1.8754,0.0073782,0.049555,0.027449,0.050462,0.021932,0.08124,0.047955,4.8557,3.465,2.0601,0.0057105,0.058441,1.846,3.1489,0.0018205,0.083104,2.6011,0.21412942987889272,0.070971,1.1424,0.0061062,0.026864,2.9713,0.064279,2.707,0.046104,0.080189,2.1097,4.025,0.035018,0.062976,0.03142,0.08623,3.7293,0.00055727,0.076514,0.087052,0.043906,1.0783,3.0658,0.011123,0.035452,0
1.1205,3.4701,71.068,0.13295,0.037911,2.5130114425385934,2.6799,4.7227,0.33621,0.0039395,0.16025,2.6663,0.020185,2.3928,3.1844,2.0682,2.1854,0.38807,1.2637,0.019383,0.036721,0.027831,1.9851,1.1261,0.051124,3.9788,0.23062,0.031337,0.16951,2.6871,0.023111,0.035966,0.0026081,0.007741,2.0558,10.013,0.099857,4.8252,0.88815,1.0823,4.0692,4.0264,0.013408,0.48381,2.1927,2.6269,0.068368,4.8362,0.012614,1.1248,4.3571,0.087348,0.002312,0.072736,1.7947,2.7849,1.1146,0.51611,0.059415,0.043828,0.084859,1.1107,1.1326,0.030508,0.097468,1.8455,1.5501,1.4572,1.0606,0.076462,4.8839,2.5887,0.059977,0.0061634,0.97132,1.1293,0.073762,4.7433,0.082404,0.068184,0.14338,0.0012719,2.3181,0.02069,0.054472,0.45984,4.6155,0.071086,0.040388,0.045475,0.049598,0.97474,0.039804,0.072594,0.091903,0.035126,1.522,0.47132,1.0979,0.082529,0
1.1848,2.8206,1478.1,4.9236,0.054241,2.9747,3.508,4.0293,1.5687,0.21444,4.066,0.85929,0.17788,0.11222,2.1564,2.4755,0.079339,0.83866,2.9218,0.084288,0.05964,0.052491,2.8415,0.099371,0.60748,0.31336,3.7825,0.00051587,0.17926,2.9255,0.77094,0.066671,0.086006,0.050669,2.7716,696.06,1.4374,2.4372,0.18602,0.7042,2.3165,0.77391,0.05771,1.9691,8.5355,4.296,0.09555,4.7459,0.010036,1.2565,0.35085,0.0020805,0.16253,0.19464,0.85575,4.5898,0.071956,2.3511,0.10208,0.038206,0.36207,0.06312,0.041536,0.82134,1.4802,3.8685,1.5422,4.5485,0.024809,0.27317,1.2889,4.6158,0.92403,0.019708,2.63,0.01459,0.096538,3.27,0.27996,0.45201,0.25294,0.69217,0.87852,0.0677,0.089127,1.3746,4.344,0.29046,0.09904,0.0087516,0.061265,4.9754,0.15135,0.036464,0.075519,0.33582,2.2927,2.4032,0.0049961,0.78438,1
